id,wordEn,pos,cefrLevel,fromOxford,rank,frequency,difficultyScore,phoneticUs,phoneticUk,phoneticAr,translit,syllabify,definitionEn,definitionAr,usageNote,category,primarySense,semanticTags,register,mnemonicAr,examples,collocations,synonyms,antonyms,relatedWords,wordFamily,arabicAr,frenchFr,germanDe,spanishEs,chineseZh,russianRu,portuguesePt,japaneseJa,italianIt,turkishTr,unitId,stratum,in_ielts
2532,loud,adv,A2,1,2532,4,5,laʊd,,لاوْد,Eali / Bisawt eal,,With a great deal of volume; in a way that produces much noise.,لما الصوت يكون عالي جداً وقوي ومسموع بوضوح.,"Although 'loudly' is the standard adverb, 'loud' is commonly used as an adverb in informal contexts (e.g., 'Don't talk so loud').",General / Common,Attribute,"[""#Sound"", ""#Noise"", ""#Volume""]",Informal,اربطها بكلمة 'Cloud' 'سحابة'.. صوت الرعد اللي بيجي من الـ 'Cloud' بيكون 'Loud' جداً.,"{""A1"": ""Please don't speak so loud."", ""A2"": ""He laughed loud enough for everyone to hear."", ""B1"": ""The music was playing too loud for me to concentrate."", ""B2"": ""Actions speak louder than words."", ""C1"": ""The protesters shouted loud and clear against the new policy."", ""C2"": ""His silence screamed louder than any accusation could.""}","[""out loud"", ""loud enough"", ""play loud""]","[""loudly"", ""noisily"", ""audibly""]","[""quietly"", ""softly""]","{""en"": [""volume"", ""noise"", ""decibel"", ""sound""], ""ar"": [""صوت"", ""ضجيج"", ""مستوى الصوت""]}","{""noun"":""loudness"",""adj"":""loud"",""adv"":""loudly""}",عالي / عال,fort,laut,fuerte,大声地 (Dàshēng de),громко,alto,大声で (Ōgoe de),forte,yüksek sesle,A2_13,CEFR_A2,False
1342,necessary,adj,A2,1,1342,4,6,ˈnɛsəsɹɪ,ˈnesəsəri,نِسِسِرِي,Ḍarūrī,nec•es•sary,"Required to be done, achieved, or present; needed; essential.",حاجة ضرورية ومهمة جداً، مينفعش نستغنى عنها.,Often followed by 'for' or 'to'.,Objects & Tools,Attribute,"[""#Importance"", ""#Need"", ""#Requirement""]",Neutral,من 'Need'.. حاجة 'Necessary' يعني إحنا في 'Need' 'حاجة' شديدة ليها.,"{""A1"": ""Food is necessary."", ""A2"": ""It is not necessary to shout."", ""B1"": ""Sleep is necessary for good health."", ""B2"": ""He lacks the necessary skills for the job."", ""C1"": ""Changes were deemed necessary by the board."", ""C2"": ""It is a necessary evil in this industry.""}","[""absolutely necessary"", ""necessary steps"", ""necessary evil"", ""if necessary"", ""deem necessary""]","[""essential"", ""required"", ""needed"", ""vital"", ""indispensable""]","[""unnecessary"", ""optional"", ""useless""]","{""en"": [""necessity"", ""necessarily"", ""necessitate"", ""need""], ""ar"": [""ضرورة"", ""بالضرورة"", ""يستلزم"", ""حاجة""]}","{""noun"": ""necessity"", ""verb"": ""necessitate"", ""adj"": ""necessary"", ""adv"": ""necessarily""}",ضروري,nécessaire,notwendig,necesario,必要 (Bìyào),необходимый,necessário,必要な (Hitsuyōna),necessario,gerekli,A2_07,CEFR_A2,False
1184,immediately,adv,A2,1,1184,4,6,ɪˈmiːdiətli,,إميدْيَتلي,Fawran / Ḥālan,im•me•di•ate•ly,At once; instantly.,يعني فوراً، دلوقتي حالاً، من غير أي تأخير.,Stronger than 'soon'. Use it for urgent actions.,General / Common,Time,"[""#Time"", ""#Urgency"", ""#Speed""]",Neutral,كلمة 'Immediate' يعني فوري.. الـ 'Media' 'الإعلام' بينقل الأخبار 'Immediately' 'فوراً'.,"{""A1"": ""Come home immediately."", ""A2"": ""She answered the phone immediately."", ""B1"": ""The effects were felt immediately."", ""B2"": ""Immediately after the war, they moved to France."", ""C1"": ""The solution was not immediately apparent."", ""C2"": ""He recognized the handwriting immediately upon seeing the envelope.""}","[""immediately available"", ""leave immediately"", ""call immediately""]","[""instantly"", ""at once"", ""right away"", ""promptly""]","[""later"", ""eventually"", ""gradually""]","{""en"": [""immediate"", ""immediacy""], ""ar"": [""فوري"", ""فورية""]}","{""noun"":""immediacy"",""adj"":""immediate"",""adv"":""immediately""}",فوراً / حالاً,immédiatement,sofort,inmediatamente,立刻 (Lìkè),немедленно,imediatamente,直ちに (Tadachini),immediatamente,hemen,A2_06,CEFR_A2,False
4717,fork,noun,A2,1,4717,4,5,fɔːrk,fɔːk,فُورْك,Shawka,,A tool with prongs used for lifting food to the mouth or holding it when cutting.,الأداة اللي بناكل بيها وليها سنون، أو المكان اللي الطريق بينقسم فيه لاتجاهين.,Can refer to the cutlery or a divergence in a path/road.,Objects & Tools,Tool,"[""#Cutlery"", ""#Kitchen"", ""#Direction"", ""#Shape""]",Neutral,شكل حرف الـ 'F' في كلمة 'Fork' ممكن يفكرك بشكل الشوكة اللي ليها سنون.,"{""A1"": ""I eat with a fork."", ""A2"": ""Please give me a knife and a fork."", ""B1"": ""We reached a fork in the road and didn't know which way to go."", ""B2"": ""Use a garden fork to dig up the potatoes."", ""C1"": ""The river creates a fork that separates the two districts."", ""C2"": ""Metaphorically, the decision represented a fork in his career path.""}","[""knife and fork"", ""tuning fork"", ""fork in the road"", ""garden fork""]","[""prong"", ""branch"", ""split""]","[""merge""]","{""en"": [""spoon"", ""knife"", ""cutlery"", ""split""], ""ar"": [""ملعقة"", ""سكين"", ""أدوات المائدة"", ""انقسام""]}","{""noun"":""fork"",""verb"":""fork"",""adj"":""forked""}",شوكة,fourchette,Gabel,tenedor,叉子 (Chāzi),вилка,garfo,フォーク (Fōku),forchetta,çatal,A2_17,CEFR_A2,False
1971,jump,verb,A2,1,1971,4,6,dʒʌmp,,جَامْب,Al-Qafz / Qafz,,To push oneself off a surface and into the air.,ينط من مكانه لفوق أو لمكان تاني.,Can also mean to skip something ('jump the queue').,General / Common,Action,"[""#Movement"", ""#Sports"", ""#Action""]",Neutral,نفس الكلمة.. 'Jump' يعني ينط.,"{""A1"": ""I can jump high."", ""A2"": ""Don't jump on the bed."", ""B1"": ""He jumped over the fence."", ""B2"": ""Prices jumped by 10% yesterday."", ""C1"": ""Don't jump to conclusions."", ""C2"": ""She jumped at the opportunity to work abroad.""}","[""jump up"", ""jump over"", ""jump to conclusions"", ""jump for joy""]","[""leap"", ""spring"", ""bound"", ""hop""]",[],"{""en"": [""leap"", ""hop"", ""bounce""], ""ar"": [""يثب"", ""يقفز"", ""يرتد""]}","{""noun"":""jump"",""verb"":""jump"",""adj"":""jumpy""}",القفز / قفز,sauter,springen,saltar,跳 (Tiào),прыгать,pular,跳ぶ (Tobu),saltare,zıplamak,A2_10,CEFR_A2,False
107,can,noun,A2,1,107,2,3,ˈkæn,,كآن,Ulba,,A cylindrical metal container.,العلبة المعدن اللي بنحفظ فيها الأكل أو المشروبات.,"In UK English, 'tin' is often used for food containers.",Objects & Tools,Object,"[""#Container"", ""#Metal"", ""#Food""]",Neutral,الـ 'Can' 'العلبة' دي ممكن تكون 'Candy' 'حلوى'.. حط الـ 'Candy' في الـ 'Can'.,"{""A1"": ""I bought a can of soda."", ""A2"": ""We need a can opener."", ""B1"": ""He kicked the empty can down the street."", ""B2"": ""The soup comes in a can."", ""C1"": ""It's like opening a can of worms."", ""C2"": ""The production line fills thousands of cans per hour.""}","[""can of soup"", ""soda can"", ""trash can"", ""can opener""]","[""tin"", ""container""]",[],"{""en"": [""tin"", ""bottle"", ""jar""], ""ar"": [""صفيحة"", ""زجاجة"", ""برطمان""]}","{""noun"":""can"",""verb"":""can"",""adj"":""canned""}",علبة,boîte (de conserve),Dose,lata,罐头 (Guàntou),банка,lata,缶 (Kan),lattina,kutu,A2_01,CEFR_A2,False
1315,learning,noun,A2,1,1315,4,6,ˈlɜːɹ.nɪŋ,ˈlɜː.nɪŋ,لِرْنِنْج,Taʿallum / Taʿalum,learn•ing,The process of gaining knowledge or skills through study or experience.,عملية اكتساب المعرفة أو المهارات سواء بالمذاكرة أو الخبرة.,Can refer to the process or the knowledge itself.,Mind & Thinking,Process,"[""#Education"", ""#School"", ""#Knowledge"", ""#Study""]",Neutral,كلمة 'Learning' جواها كلمة 'Earn' 'يكسب'.. لأنك لما تتعلم بتكسب معرفة ومستقبل.,"{""A1"": ""Learning English is fun."", ""A2"": ""She has a learning difficulty."", ""B1"": ""Distance learning is becoming popular."", ""B2"": ""Learning a new skill takes time and patience."", ""C1"": ""The university is a center of higher learning."", ""C2"": ""Experiential learning is often more effective than rote memorization.""}","[""distance learning"", ""learning curve"", ""higher learning"", ""learning process""]","[""education"", ""study"", ""schooling"", ""knowledge"", ""acquisition""]","[""ignorance"", ""teaching""]","{""en"": [""learn"", ""learner"", ""learned"", ""teach""], ""ar"": [""يَتَعَلَّم"", ""مُتَعَلِّم"", ""مُثَقَّف"", ""يُعَلِّم""]}","{""noun"":""learning"",""verb"":""learn"",""adj"":""learned""}",تعلُّم / تعلم,apprentissage,Lernen,aprendizaje,学习 (Xuéxí),обучение,aprendizagem,学習 (Gakushū),apprendimento,öğrenme,A2_07,CEFR_A2,False
4994,headache,noun,A2,1,4994,5,6,ˈhɛdˌeɪk,ˈhedeɪk,هِدْايْك,Ṣudāʿ,,A continuous pain in the head; a cause of worry or annoyance.,صداع. وجع في الراس، وممكن نستخدمها مجازاً عن أي حاجة بتوجع الدماغ وتعمل مشاكل.,Can be literal (pain) or metaphorical (a problem).,Mind & Thinking,State,"[""#Pain"", ""#Body"", ""#Problem"", ""#Illness""]",Neutral,واضحة.. 'Head' 'رأس' + 'Ache' 'وجع',"{""A1"": ""I have a headache."", ""A2"": ""She took a pill for her headache."", ""B1"": ""Loud noise gives me a headache."", ""B2"": ""The new software is causing a real headache for the IT team."", ""C1"": ""Bureaucracy is a major headache for small businesses."", ""C2"": ""The logistical headaches associated with the merger were underestimated.""}","[""splitting headache"", ""severe headache"", ""cause a headache"", ""tension headache""]","[""migraine"", ""pain"", ""nuisance"", ""bother""]","[""relief"", ""pleasure""]","{""en"": [""pain"", ""aspirin"", ""stress""], ""ar"": [""ألم"", ""تعب"", ""إزعاج""]}","{""noun"":""headache""}",صداع,mal de tête,Kopfschmerzen,dolor de cabeza,头痛 (Tóutòng),головная боль,dor de cabeça,頭痛 (Zutsū),mal di testa,baş ağrısı,A2_18,CEFR_A2,False
2016,lawyer,noun,A2,1,2016,4,6,ˈlɔɪ.ə(ɹ),ˈlɔːjə,لُويَر,Muḥāmī,,A professional qualified to offer legal advice and represent people in court.,الشخص اللي شغلته يدافع عن الناس في المحكمة ويسترد لهم حقوقهم بالقانون.,"In the UK, lawyers are divided into 'solicitors' (advice) and 'barristers' (court). In the US, 'attorney' is common.",General / Common,Person,"[""#Law"", ""#Court"", ""#Justice"", ""#Profession""]",Neutral,كلمة 'Law' يعني قانون.. فالـ 'Lawyer' هو رجل القانون أو المحامي.,"{""A1"": ""My father is a lawyer."", ""A2"": ""You need a good lawyer to help you."", ""B1"": ""The lawyer advised him not to speak to the police."", ""B2"": ""She hired a defense lawyer for the trial."", ""C1"": ""The corporate lawyer drafted a complex merger agreement."", ""C2"": ""He is a constitutional lawyer of great repute.""}","[""defense lawyer"", ""corporate lawyer"", ""consult a lawyer"", ""hire a lawyer""]","[""attorney"", ""counsel"", ""solicitor"", ""barrister"", ""advocate""]",[],"{""en"": [""law"", ""judge"", ""court"", ""legal"", ""trial""], ""ar"": [""قانون"", ""قاضي"", ""محكمة"", ""قانوني"", ""محاكمة""]}","{""noun"":""law"",""adj"":""legal"",""adv"":""legally""}",محامي,avocat,Anwalt,abogado,律师 (Lǜshī),адвокат,advogado,弁護士 (Bengoshi),avvocato,avukat,A2_11,CEFR_A2,True
427,able,adj,A2,1,427,3,4,ˈeɪ.bl̩,ˈeɪbl,أَيْبَل,Qādir,,"Having the skill, power, or opportunity to do something.",قادر. يعني عندك القدرة أو المهارة إنك تعمل حاجة معينة,Almost always followed by 'to' (able to do something). Contrast with 'capable of'.,General / Common,Attribute,"[""#Ability"", ""#Skill"", ""#Possibility""]",Neutral,كلمة 'Able' شبه 'الإبل' 'الجمال'.. الإبل 'Able' وقادرة تمشي في الصحراء مسافات طويلة,"{""A1"": ""I am able to swim."", ""A2"": ""Will you be able to come to the party?"", ""B1"": ""She is an able student who learns quickly."", ""B2"": ""Technology has made us able to work from anywhere."", ""C1"": ""He was barely able to contain his anger."", ""C2"": ""We need an able administrator to reorganize the department.""}","[""able to"", ""barely able"", ""better able""]","[""capable"", ""competent"", ""fit"", ""skilled""]","[""unable"", ""incapable""]","{""en"": [""ability"", ""enable"", ""disabled""], ""ar"": [""قدرة"", ""يمكّن"", ""عاجز""]}","{""noun"": ""ability"", ""verb"": ""enable"", ""adj"": ""able"", ""adv"": ""ably""}",قادر,capable,fähig,capaz,能 (Néng),способный,capaz,できる (Dekiru),capace,yapabilir,A2_02,CEFR_A2,False
1478,speech,noun,A2,1,1478,4,5,spitʃ,,سْبِيتْش,Khiṭāb / Kalām,,The expression of thoughts by articulate sounds; a formal address delivered to an audience.,القدرة على الكلام، أو الخطبة اللي بيقولها حد قدام ناس.,Can mean the physical ability to speak OR a public presentation.,Social Life & Communication,Communication,"[""#Talk"", ""#Language"", ""#Public"", ""#Voice"", ""#Address""]",Neutral,تشبه 'Speed'.. الـ 'Speech' 'الخطاب' محتاج ضبط الـ 'Speed' 'السرعة' وإنت بتتكلم.,"{""A1"": ""He gave a speech."", ""A2"": ""Her speech was very clear."", ""B1"": ""Freedom of speech is important."", ""B2"": ""The president made a long speech."", ""C1"": ""He lost his power of speech after the stroke."", ""C2"": ""Her speech was full of rhetorical devices and metaphors.""}","[""make a speech"", ""give a speech"", ""freedom of speech"", ""speech therapy"", ""figure of speech""]","[""talk"", ""address"", ""lecture"", ""diction"", ""language""]","[""silence""]","{""en"": [""speak"", ""speaker"", ""spoken"", ""talk"", ""voice""], ""ar"": [""يتكلم"", ""متحدث"", ""منطوق"", ""حديث"", ""صوت""]}","{""noun"":""speech"",""verb"":""speak"",""adj"":""speechless""}",خطاب / كلام,discours / parole,Rede / Sprache,discurso / habla,演讲 (Yǎnjiǎng),речь,discurso / fala,演説 (Enzetsu),discorso,konuşma,A2_08,CEFR_A2,False
763,king,noun,A2,1,763,3,3,kiŋ,kɪŋ,كِنْج,Mlik / Malik,,The male ruler of an independent state.,الملك اللي بيحكم الدولة، أو أهم قطعة في الشطرنج.,Female equivalent is 'Queen'.,General / Common,Person,"[""#Royalty"", ""#Leader"", ""#Chess""]",Neutral,مشهورة 'King Kong'.. القرد الملك.,"{""A1"": ""The king lives in a castle."", ""A2"": ""The lion is the king of the jungle."", ""B1"": ""He was crowned king."", ""B2"": ""Checkmate the king to win."", ""C1"": ""Cotton was once king in the South."", ""C2"": ""He lived like a king.""}","[""King of England"", ""king size"", ""lion king""]","[""monarch"", ""ruler"", ""sovereign""]","[""subject"", ""commoner""]","{""en"": [""queen"", ""prince"", ""crown""], ""ar"": [""ملكة"", ""أمير"", ""تاج""]}","{""noun"":""kingdom"",""adj"":""kingly""}",ملِك / ملك,roi,König,rey,国王 (Guówáng),король,rei,王 (Ō),re,kral,A2_03,CEFR_A2,False
2391,golf,noun,A2,1,2391,4,5,ɡɑlf,ɡɒlf,جُولْف,Golf,,"A game played on a large open-air course, where a ball is struck with a club into a series of holes.",لعبة الجولف المشهورة اللي بتتلعب في ملاعب خضراء كبيرة وبنضرب الكورة بالعصاية عشان تدخل الحفرة.,You 'play' golf. The place is a 'golf course'.,Actions & Processes,Action,"[""#Sport"", ""#Game"", ""#Ball""]",Neutral,الكورة بتدخل في الـ 'Gulf' 'خليج' أو حفرة.. هي لعبة الـ 'Golf'.,"{""A1"": ""I play golf on Sundays."", ""A2"": ""Do you have golf clubs?"", ""B1"": ""He is watching a golf tournament on TV."", ""B2"": ""The hotel has an 18-hole golf course."", ""C1"": ""Golf requires patience and precision."", ""C2"": ""Networking often happens on the golf course in corporate culture.""}","[""play golf"", ""golf course"", ""golf club"", ""golf ball""]",[],[],"{""en"": [""golfer"", ""golfing""], ""ar"": [""لاعب جولف"", ""لعب الجولف""]}","{""noun"":""golf"",""verb"":""golf""}",جولف / لعبة الجولف,golf,Golf,golf,高尔夫球 (Gāo ěr fū qiú),гольф,golfe,ゴルフ (Gorufu),golf,golf,A2_12,CEFR_A2,False
